State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Name,Passive Skill,Active Name,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan Goku,Earth-Shaking Immense Power,"HP 19,325 22,325 | ATK 17,275 20,675 | DEF 11,869 14,469","19,325","22,325","17,275","20,675","11,869","14,469","""Battle of Wits"" Category Ki +3 and HP, ATK & DEF +200%","Fist, Fist, Body, Explosion, Light","Ki +5 and ATK & DEF +150%, Super Class allies' Ki +2 and DEF +50%, Reduces damage received by 30%, Plus an additional ATK & DEF +15% with each attack received (up to 75%), Plus an additional Ki +2 starting from the turn in which the character receives the 5th attack in battle, Foresees enemy's Super Attack within the character's attacking turn from the next turn onward after the character receives the 10th attack in battle, Plus an additional ATK +50% and launches an additional Super Attack when activating the Active Skill or when Ki is 24",Full Power United Attack,"Can be activated starting from the 5th turn from the start of battle if the character receives an attack 10 or more times in battle (once only) Massively raises ATK temporarily, causes ultimate damage to enemy and, within the turn activated, all attacks become critical hits; all allies' Ki +5 for 1 turn","Raises ATK & DEF for 1 turn, causes colossal damage to enemy and greatly lowers DEF",Raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; raises Super Class allies' ATK by 50% for 1 turn,"Golden Warrior, Super Saiyan, Saiyan Warrior Race, Kamehameha, Prepared for Battle, Fierce Battle, Legendary Power","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Connected Hope, Battle of Wits, Accelerated Battle",,"Feb 16, 2023",200%,520%
Base,Goku (Youth),Quest for the Dragon Balls,"HP 15,655 19,055 | ATK 12,054 15,054 | DEF 9,730 12,330","15,655","19,055","12,054","15,054","9,730","12,330","""DB Saga"", ""Youth"" or ""Exploding Rage"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Dragon Ball Seekers"" or ""Bond of Friendship"" Category",Adventure Beyond Adventure,"ATK & DEF +159%, Plus an additional ATK & DEF +59% when performing a Super Attack, ""DB Saga"" or ""Youth"" Category allies' Ki +2 and ATK & DEF +50%, Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres, Plus an additional ATK & DEF +20% per Ki Sphere obtained, Chance of performing a critical hit +7% and reduces damage received by 7% per Rainbow Ki Sphere obtained, Plus an additional DEF +59% with 3 or more Ki Spheres obtained, Launches an additional attack that has a high chance of becoming a Super Attack with 5 or more Ki Spheres obtained, All allies' chance of performing a critical hit +8% and all allies' damage received -8% with 7 or more Ki Spheres obtained",Angry Kamehameha,"Can be activated after the character receives an attack 8 or more times in battle, or when HP is 59% or less (once only) Raises ATK by 800% temporarily then causes damage to enemy and, within the turn activated, attacks have a 59% chance of becoming critical hits",Greatly raises ATK for 1 turn and causes immense damage to enemy,,"The Innocents, All in the Family, Infighter, Kamehameha, The Incredible Adventure, Guidance of the Dragon Balls, Fierce Battle","DB Saga, Pure Saiyans, Goku's Family, Youth, Kamehameha, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Earth-Bred Fighters, Low-Class Warrior, Dragon Ball Seekers, Exploding Rage",,"Feb 1, 2023",150%,505%
Base,Jackie Chun,Climax of the World Tournament,"HP 17,083 20,083 | ATK 15,355 18,355 | DEF 11,078 14,078","17,083","20,083","15,355","18,355","11,078","14,078","""World Tournament"" Category Ki +4 and HP, ATK & DEF +130%",A Fight Befitting the Final Match,"Ki +4 and ATK & DEF +120%, ""World Tournament"" Category allies' Ki +3 and ATK & DEF +50% (self excluded), Plus an additional ATK +20% with each Super Attack performed (up to 60%), Plus an additional DEF +20% with each attack received (up to 60%), When an enemy is hit by the character's Ultra Super Attack, reduces damage received from that enemy by 50% for the duration of that turn",Maximum Power Kamehameha,"Can be activated after the character receives an attack 6 or more times in battle, or after the character performs 4 or more Super Attacks in battle (once only) Raises ATK by 610% temporarily then causes damage to enemy and, within the turn activated, attacks have a 64% chance of becoming critical hits",Raises DEF for 1 turn and causes colossal damage with a high chance of stunning the enemy,Raises ATK for 1 turn and causes mega-colossal damage with a high chance of stunning the enemy,"Brainiacs, World Tournament Champion, Kamehameha, The Incredible Adventure, Guidance of the Dragon Balls, Shattering the Limit, Legendary Power","DB Saga, Earthlings, Kamehameha, Full Power, World Tournament, Tournament Participants, Earth-Bred Fighters, Planetary Destruction, Battle of Wits, Accelerated Battle",,"Jan 27, 2023",200%,570%
Base,Piccolo (Power Awakening),Exploding Latent Power,"HP 19,325 21,925 | ATK 15,235 18,635 | DEF 14,419 17,419","19,325","21,925","15,235","18,635","14,419","17,419","""Super Heroes"" or ""Battle of Wits"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Bond of Master and Disciple"" or ""Movie Heroes"" Category",Awakened Namekian,"Activates the Entrance Animation (once only) and ATK & DEF +100% and guards all attacks for 3 turns from the character's entry turn when there is another ""Bond of Master and Disciple"" Category ally on the team upon the character's entry, ATK & DEF +150%, Plus an additional Ki +1 per Ki Sphere obtained, Reduces damage received by 20%, Plus an additional ATK & DEF +30% with each attack received (up to 150%), All allies' Ki +2 within the same turn after receiving an attack, If HP is 30% or less at start of character's attacking turn after the character receives an attack 7 or more times in battle, fully recovers HP (once only) plus an additional damage reduction of 30% starting from that turn",Giant Form,"Can be activated when all allies attacking in the same turn are ""Super Heroes"" Category characters starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 6th turn from the start of battle (once only) Turns into Giant Form",Greatly raises DEF and raises ATK for 1 turn and causes colossal damage with a medium chance of stunning the enemy,"Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and lowers ATK & DEF","Brainiacs, Solid Support, Namekians, Power Bestowed by God, Fierce Battle, Transform, Legendary Power","Namekians, Fused Fighters, Giant Form, Transformation Boost, Full Power, Powerful Comeback, Power of Wishes, Demonic Power, Rapid Growth, Worthy Rivals, Bond of Master and Disciple, Super Heroes, Movie Heroes, Earth-Bred Fighters, Gifted Warriors, Revenge, Connected Hope, Battle of Wits, Battle of Fate",,"Dec 27, 2022",200%,570%
Base,Ultimate Gohan,Awakened Super Hero,"HP 18,688 22,088 | ATK 19,400 22,400 | DEF 9,531 12,131","18,688","22,088","19,400","22,400","9,531","12,131","""Super Heroes"" or ""Hybrid Saiyans"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Bond of Parent and Child"" or ""Movie Heroes"" Category",Beyond Ultimate Power,"Activates the Entrance Animation (once only) and ATK & DEF +100% and guards all attacks for 3 turns from the character's entry turn when there is another ""Bond of Parent and Child"" Category ally on the team upon the character's entry, ATK & DEF +150%, Plus an additional Ki +1 per Ki Sphere obtained, Plus an additional ATK & DEF +30% with each Super Attack performed (up to 150%), Launches an additional attack that has a great chance of becoming a Super Attack when Ki is 20 or more, Attacks effective against all Types when activating the Active Skill or when Ki is 24, High chance of nullifying Ki Blast Super Attacks directed at the character",Special Beam Cannon,"Can be activated when all allies attacking in the same turn are ""Super Heroes"" Category characters starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 6th turn from the start of battle (once only) Greatly raises ATK temporarily and causes ultimate damage to enemy; disables enemy's action once within the turn",Greatly raises ATK and raises DEF for 1 turn and causes colossal damage with a medium chance of stunning the enemy,"Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and lowers ATK & DEF","All in the Family, Saiyan Warrior Race, Infighter, Shocking Speed, Fierce Battle, Kamehameha, Legendary Power","Hybrid Saiyans, Goku's Family, Transformation Boost, Kamehameha, Full Power, Demonic Power, Miraculous Awakening, Bond of Parent and Child, Siblings' Bond, Bond of Master and Disciple, Super Heroes, Movie Heroes, Earth-Bred Fighters, Exploding Rage, Connected Hope, Battle of Fate",,"Dec 27, 2022",200%,570%
Base,Fusion Zamasu,Dawn of an Ideal World,"HP 19,750 22,750 | ATK 18,210 21,210 | DEF 10,488 13,488","19,750","22,750","18,210","21,210","10,488","13,488","""Worldwide Chaos"" or ""Potara"" Category Ki +4 and HP, ATK & DEF +150%",Zamasu Is the Power of the Universe,"Activates the Entrance Animation (once only) plus an additional Ki +1 per Ki Sphere obtained for 5 turns from the character's entry turn when there is another ""Potara"" Category ally on the team upon the character's entry, Randomly changes Ki Spheres of a certain Type (INT excluded) to INT Ki Spheres, ATK & DEF +100% and reduces damage received by 20%, Plus an additional ATK & DEF +50% when performing a Super Attack, Launches an additional Super Attack when performing an Ultra Super Attack, Attacks effective against all Types when Ki is 24, Plus an additional damage reduction of 2% within the same turn with each attack received (up to 10%), Ki +1 every time the character receives an attack 5 times in battle (up to +5), Recovers 10% HP at the end of turn every time the character receives an attack 5 or more times in battle, Great chance of nullifying enemy's Unarmed Super Attack and countering with tremendous power",Lightning of Absolution,"Can be activated after performing 5 or more Super Attacks in battle (once only) Massively raises ATK temporarily, causes ultimate damage and stuns the enemy for 1 turn","Greatly raises ATK & DEF for 1 turn, causes colossal damage to enemy and lowers ATK","Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and greatly lowers ATK","Big Bad Bosses, Dismal Future, Godly Power, Fused Fighter, Nightmare, Fierce Battle, Legendary Power","Future Saga, Potara, Fused Fighters, Realm of Gods, Power of Wishes, Final Trump Card, Super Bosses, Time Travelers, Battle of Fate, Worldwide Chaos",,"Dec 12, 2022",200%,570%
Base,Super Saiyan God SS Vegeta & Super Saiyan Trunks (Future),Power of Pride and Hope,"HP 19,750 22,750 | ATK 17,910 20,910 | DEF 10,488 13,488","19,750","22,750","17,910","20,910","10,488","13,488","""Bond of Parent and Child"" or ""Future Saga"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Battle of Fate"" Category",Father and Son Protecting the Future,"Activates the Entrance Animation (once only) and Ki +2, DEF +70% and guards all attacks for 5 turns from the character's entry turn when there is another ""Bond of Parent and Child"" Category ally attacking in the same turn upon the character's entry, Ki +2, ATK & DEF +140% and launches an additional attack that has a medium chance of becoming a Super Attack, Plus an additional Ki +1 (up to +5), DEF +15% (up to 75%) and chance of performing a critical hit +7% (up to 35%) with each attack received, Plus an additional ATK & DEF +70% and guards all attacks as the 1st attacker in a turn",Father-Son Galick Gun,"Can be activated when all allies attacking in the same turn are ""Future Saga"" Category characters starting from the 3rd turn from the start of battle, or when HP is 50% or less starting from the 5th turn from the start of battle (once only) Massively raises ATK temporarily, causes ultimate damage to enemy and, within the turn activated, all attacks become critical hits; raises all allies' DEF by 20% for 1 turn",Raises ATK & DEF for 1 turn and causes colossal damage to enemy,Raises ATK & DEF and causes mega-colossal damage to enemy,"Saiyan Warrior Race, Super Saiyan, Royal Lineage, Dismal Future, Prepared for Battle, Fierce Battle, Legendary Power","Future Saga, Vegeta's Family, Joined Forces, Bond of Parent and Child, Bond of Master and Disciple, Super Heroes, Time Travelers, Battle of Fate",,"Nov 28, 2022",200%,550%
Base,Super Hearts,Ultimate Godslayer,"HP 13,015 16,015 | ATK 10,017 13,417 | DEF 7,244 9,844","13,015","16,015","10,017","13,417","7,244","9,844","""Dragon Ball Heroes"" or ""Time Travelers"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Crossover"" Category",Predictable Future,"ATK & DEF +150%, plus an additional ATK & DEF +50% when performing a Super Attack, Guards all attacks for 5 turns from the character's entry turn, plus an additional DEF +50% within the same turn when guard is activated, Extreme Class allies' Ki +1 and ATK & DEF +30%, Plus an additional Ki +2 and ATK & DEF +20% for all allies and medium chance of stunning all enemies when all allies attacking in the same turn are Extreme Class ""Crossover"" Category characters",Transformation,"Can be activated starting from the 3rd turn from the start of battle if all allies are Extreme Class, or starting from the 5th turn from the start of battle if the character receives an attack 5 or more times in battle (once only) Transforms",Raises ATK & DEF for 1 turn and causes immense damage with a medium chance of stunning the enemy,,"Gentleman, Solid Support, Shocking Speed, Cold Judgment, Big Bad Bosses, Brainiacs, Fierce Battle","Transformation Boost, Full Power, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Battle of Wits, Accelerated Battle, Crossover, Dragon Ball Heroes","Can be activated starting from the 3rd turn from the start of battle if all allies are Extreme Class, or starting from the 5th turn from the start of battle if the character receives an attack 5 or more times in battle (once only)","Nov 22, 2022",150%,505%
Base,Pan (GT),Stamina to Attack Evil,"HP 16,960 19,560 | ATK 11,300 14,700 | DEF 10,020 13,020","16,960","19,560","11,300","14,700","10,020","13,020","""Bond of Friendship"" or ""Dragon Ball Seekers"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""GT Heroes"" Category",We Are Super Strong!,"ATK & DEF +150%, Plus an additional ATK & DEF +50% when attacking, Reduces damage received by 50% before attacking and Ki +2 plus an additional ATK +50% as the 1st attacker in a turn, Plus an additional ATK & DEF +20% with each attack performed (up to 100%), Launches an additional attack that has a high chance of becoming a Super Attack when there is a ""GT Heroes"" Category ally whose name includes ""Goku"" (Jr. excluded), ""Trunks"" or ""Giru"" attacking in the same turn",Ace-in-the-Hole Kamehameha,"Can be activated after the character performs 5 or more attacks in battle if there is a ""GT Heroes"" Category ally whose name includes ""Goku"" (Jr. excluded) attacking in the same turn (once only) Greatly raises ATK temporarily, causes ultimate damage to enemy and, within the turn activated, attacks have a 59% chance of becoming critical hits",Raises ATK and causes immense damage with a medium chance of stunning the enemy,,"Kamehameha, The Innocents, All in the Family, The Saiyan Lineage, Battlefield Diva, GT, Fierce Battle","Hybrid Saiyans, Goku's Family, Youth, Kamehameha, Bond of Parent and Child, Bond of Friendship, GT Heroes, Earth-Bred Fighters, Space-Traveling Warriors, Dragon Ball Seekers",,"Oct 4, 2022",150%,455%
Base,Cooler,Extreme Ultimate Power,"HP 19,098 22,098 | ATK 18,238 21,638 | DEF 9,428 12,028","19,098","22,098","18,238","21,638","9,428","12,028","""Terrifying Conquerors"" or ""Transformation Boost"" Category Ki +3 and HP, ATK & DEF +170%",You Deserve a Slow and Agonizing Death!,"ATK & DEF +130%, Launches an additional attack that has a medium chance of becoming a Super Attack when the target enemy is in ""ATK Down"" or ""DEF Down"" status, ""Transformation Boost"" Category allies' Ki +2 and ATK & DEF +50% when facing only 1 enemy, ""Terrifying Conquerors"" Category allies' Ki +2 and ATK & DEF +50% when facing 2 or more enemies",Transformation,"Can be activated when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 6th turn from the start of battle (once only) Transforms","Raises DEF, causes immense damage to enemy and lowers ATK & DEF",,"Strongest Clan in Space, Thirst for Conquest, Big Bad Bosses, Brutal Beatdown, Metamorphosis, Universeâ€™s Most Malevolent, Fierce Battle","Wicked Bloodline, Transformation Boost, Final Trump Card, Movie Bosses, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Planetary Destruction","Can be activated when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy starting from the 3rd turn from the start of battle, or when facing only 1 enemy starting from the 6th turn from the start of battle (once only)","Sep 22, 2022",150%,505%
Base,Metal Cooler,Infinite Terror,"HP 19,113 22,513 | ATK 18,210 21,210 | DEF 10,806 13,406","19,113","22,513","18,210","21,210","10,806","13,406","""Wicked Bloodline"" Category Ki +3 and HP, ATK & DEF +200%",Terror of the Revived Cooler,"Recovers 10% HP at start of turn and if HP is 50% or less, recovers an additional 10% HP, Ki +2 and ATK & DEF +130%, Plus an additional DEF boost of up to 100% (the more HP remaining, the greater the DEF boost), Plus an additional Ki +1 (up to +4) and ATK & DEF +15% (up to 60%) with each attack received, Recovers 10% HP at the end of the turn in which an attack was received and recovers an additional 5% HP when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn, Great chance of nullifying Unarmed Super Attacks directed at the character, Revives with HP fully recovered when the character is KO'd (once only)",Life Force Absorption,"Can be activated starting from the 5th turn from the start of battle if the character receives an attack 7 or more times in battle, or after the Revival Skill is activated (once only) Greatly raises ATK temporarily, causes ultimate damage to enemy and recovers 30% HP","Raises DEF for 1 turn, causes colossal damage to enemy and greatly lowers ATK","Massively raises ATK and raises DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Big Bad Bosses, Strongest Clan in Space, Thirst for Conquest, Auto Regeneration, Nightmare, Fierce Battle, Legendary Power","Artificial Life Forms, Wicked Bloodline, Power Absorption, Powerful Comeback, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",,"Sep 15, 2022",200%,570%
Base,Gohan (Kid)/Goku,Courage to Confront Evil,"HP 11,472 13,512 | ATK 11,545 13,345 | DEF 5,941 7,501","11,472","13,512","11,545","13,345","5,941","7,501","""Bond of Parent and Child"" Category Ki +3 and HP, ATK & DEF +77%; or PHY Type Ki +3 and HP, ATK & DEF +50%",Courageous Response,"ATK & DEF +150%, Plus an additional ATK & DEF +30% and great chance of evading enemy's attack (including Super Attack) for 5 turns from the character's entry turn and high chance of evading enemy's attack (including Super Attack) starting from the 6th turn from the character's entry turn, Plus an additional ATK & DEF +50% starting from the turn in which the character evades the 3rd attack in battle, Target enemy's ATK & DEF -25% for 3 turns after the character evades the 6th attack in battle (once only)",Exchange,"Can be activated after the character evades 6 or more enemy attacks (including Super Attacks) in battle, or when HP is 59% or less starting from the 5th turn from the start of battle (once only) Exchanges with another character","Raises DEF for 1 turn, causes supreme damage to enemy and seals Super Attack",,"The Saiyan Lineage, Saiyan Warrior Race, All in the Family, Infighter, Solid Support, Gaze of Respect, Shattering the Limit","Hybrid Saiyans, Goku's Family, Youth, Powerful Comeback, Demonic Power, Bond of Parent and Child, Bond of Friendship, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters","Can be activated after the character evades 6 or more enemy attacks (including Super Attacks) in battle, or when HP is 59% or less starting from the 5th turn from the start of battle (once only)","Sep 13, 2022",140%,430%
Base,Super Saiyan Goku,Extraordinary Super Warrior,"HP 19,963 22,563 | ATK 17,530 20,930 | DEF 11,231 14,231","19,963","22,563","17,530","20,930","11,231","14,231","""Powerful Comeback"" Category Ki +3 and HP, ATK & DEF +200%",When True Anger Awakens,"Ki +5 and ATK & DEF +159%, Attacks effective against all Types plus an additional DEF +59% within the same turn after receiving an attack, Plus an additional Ki +1 (up to +5) and ATK +10% (up to 59%) with each attack received, Guards all attacks when HP is 60% or more, If HP is 59% or less at start of character's attacking turn, revives with 59% HP recovered when the character or an ally attacking in the same turn is KO'd (once only), Guards all attacks and high chance of performing a critical hit starting from the turn in which the character's Revival Skill is activated",Super Saiyan Rage!!!,"Can be activated when HP is 59% or less starting from the 5th turn from the start of battle, or after the Revival Skill is activated (once only) Greatly raises ATK temporarily and causes ultimate damage to enemy; disables enemy's action once within the turn","Greatly raises ATK for 1 turn, causes colossal damage to enemy and lowers DEF",Raises DEF and causes mega-colossal damage to enemy,"Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha, Prepared for Battle, Fierce Battle, Legendary Power","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Powerful Comeback, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters, Exploding Rage, Accelerated Battle",,"Aug 28, 2022",200%,570%
Base,Nappa,Cruel Pursuit,"HP 9,426 12,426 | ATK 11,251 14,651 | DEF 7,503 10,103","9,426","12,426","11,251","14,651","7,503","10,103","""Saiyan Saga"" Category Ki +3 and HP, ATK & DEF +130%",Overwhelming Intensity,"ATK +178%, Raises DEF by up to 780% (the more HP remaining, the greater the stat boost), ATK +78% when facing only 1 enemy, ""Saiyan Saga"" Category allies' Ki +2 and ATK & DEF +30%, plus an additional ATK +7% and DEF +8% for ""Saiyan Saga"" Category allies per existing Super Class enemy",Saibaiman Attack,"Can be activated when facing 3 or more enemies, or after the character receives an attack 6 or more times in battle (once only) Causes ultimate damage to enemy and lowers ATK by 31%, lowers DEF by 81% and seals Super Attack for 1 turn",Greatly raises DEF for 1 turn and causes supreme damage to enemy,,"Brutal Beatdown, Saiyan Warrior Race, Infighter, Berserker, Tough as Nails, Shocking Speed, Fierce Battle","Saiyan Saga, Pure Saiyans, Space-Traveling Warriors, Terrifying Conquerors",,"Aug 9, 2022",140%,430%
Base,Raditz,Unveiling of Power,"HP 15,220 18,620 | ATK 13,098 16,098 | DEF 8,643 11,243","15,220","18,620","13,098","16,098","8,643","11,243","""Saiyan Saga"" or ""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Space-Traveling Warriors"" Category",Raditz's Enforcement,"ATK & DEF +150%, Plus an additional ATK & DEF +50% when performing a Super Attack if facing only 1 enemy and if that enemy's HP is 50% or less when the character performs a Super Attack, plus an additional ATK +100% and high chance of performing a critical hit, Performs a critical hit within the same turn after receiving an attack plus an additional DEF +150% when facing 2 or more enemies, Ki +2 for the rest of battle after delivering a final blow",Raditz's Retribution,"Can be activated when facing only 1 enemy after the character receives an attack 3 or more times in battle (once only) Greatly raises ATK temporarily, causes ultimate damage and stuns the enemy for 1 turn",Greatly raises ATK & DEF for 1 turn and causes supreme damage to all enemies,,"Brutal Beatdown, Saiyan Warrior Race, Coward, The Saiyan Lineage, Prepared for Battle, Nightmare, Fierce Battle","Saiyan Saga, Pure Saiyans, Goku's Family, Low-Class Warrior, Space-Traveling Warriors, Terrifying Conquerors",,"Aug 9, 2022",150%,430%
Base,Goku & Chi-Chi,Matrimonial Grand Adventure,"HP 8,657 10,217 | ATK 10,076 11,876 | DEF 5,666 7,706","8,657","10,217","10,076","11,876","5,666","7,706","""Goku's Family"" Category Ki +3 and HP, ATK & DEF +77%; or AGL Type Ki +3 and HP, ATK & DEF +50%",Matrimonial Teamwork,"ATK & DEF +122%, Plus an additional ATK & DEF +22% with each attack performed (up to 88%), Launches an additional attack that has a high chance of becoming a Super Attack, ""Goku's Family"" or ""Joined Forces"" Category allies' Ki +2 and ATK & DEF +22%",Bansho Fan,"Can be activated after performing 4 or more Super Attacks in battle (once only) Greatly raises ATK temporarily, causes ultimate damage to enemy and delays a single targeted enemy's attack for 1 turn",Greatly raises ATK and raises DEF for 1 turn and causes supreme damage to enemy,,"Infighter, The Incredible Adventure, Guidance of the Dragon Balls, All in the Family, Solid Support, Courage, Shattering the Limit","Goku's Family, Joined Forces, Bond of Parent and Child, Earth-Bred Fighters",,"Jul 31, 2022",140%,430%
Base,Goku (Kaioken),Battle Against Limits,"HP 16,138 19,138 | ATK 18,295 21,695 | DEF 12,188 14,788","16,138","19,138","18,295","21,695","12,188","14,788","""All-Out Struggle"" or ""Final Trump Card"" Category Ki +4 and HP, ATK & DEF +150%",Power-Doubling Skill,"If there is an enemy whose name includes ""Vegeta"" (Kid, Jr., etc. excluded) at start of character's attacking turn, activates the Entrance Animation (once only) and Ki +3 and ATK +70% for the rest of battle, ATK & DEF +100%, Ki +7 for 7 turns from the character's entry turn, Plus an additional ATK & DEF +59% when performing a Super Attack, plus an additional ATK +59% if it is an Ultra Super Attack, Randomly changes Ki Spheres of a certain Type (STR excluded) to STR Ki Spheres, High chance of performing a critical hit",Hope-Imbued Spirit Bomb,"Can be activated when HP is 59% or less (once only) Greatly raises ATK temporarily, causes ultimate damage and stuns the enemy for 1 turn",Raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,Massively raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy while sacrificing 4% HP,"Kamehameha, The Saiyan Lineage, Over in a Flash, Z Fighters, Shocking Speed, Shattering the Limit, Legendary Power","Saiyan Saga, Pure Saiyans, Goku's Family, Kamehameha, Full Power, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, All-Out Struggle, Accelerated Battle, Battle of Fate",,"Jul 26, 2022",200%,570%
Transformation,Super Saiyan 4 Gogeta,Saiyan Warriors with Ultimate Power,"HP 18,688 22,088 | ATK 19,185 22,185 | DEF 9,425 12,025","18,688","22,088","19,185","22,185","9,425","12,025","""Fused Fighters"" or ""GT Heroes"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Kamehameha"" Category",Super Gogeta Is Here!,"ATK & DEF +177%, Plus an additional Ki +2 per Type Ki Sphere obtained, Chance of performing a critical hit +7% and reduces damage received by 7% per Rainbow Ki Sphere obtained, Attacks effective against all Types, Medium chance of performing a critical hit, High chance of launching an additional Super Attack, High chance of nullifying enemy's Super Attack and countering with tremendous power",Ultra Big Bang Kamehameha,"Can be activated when HP is 50% or less, or when facing only 1 enemy, whose HP is 50% or less (once only) Causes ultimate damage to enemy and, within the turn activated, all attacks become critical hits",Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Massively raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; disables enemy's action once within the turn,"Super Saiyan, Kamehameha, Saiyan Roar, Shocking Speed, GT, Fierce Battle, Legendary Power","Shadow Dragon Saga, Pure Saiyans, Power Beyond Super Saiyan, Fusion, Fused Fighters, Kamehameha, Giant Ape Power, Time Limit, Final Trump Card, Joined Forces, Bond of Parent and Child, GT Heroes, Accelerated Battle, Battle of Fate",,"Jul 8, 2022",200%,570%
Transformation,Super Saiyan God SS Goku & Super Saiyan God SS Vegeta,Divine Warriors with Infinite Power,"HP 18,475 21,075 | ATK 18,675 22,075 | DEF 10,169 13,169","18,475","21,075","18,675","22,075","10,169","13,169","""Power Beyond Super Saiyan"" or ""Movie Heroes"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Kamehameha"" Category",Super Saiyan Blue Transformation!,"ATK & DEF +177%, Plus an additional Ki +2 per Type Ki Sphere obtained, Chance of performing a critical hit and chance of evading enemy's attack (including Super Attack) +7% per Rainbow Ki Sphere obtained, Attacks effective against all Types when Ki is 16 or more, Launches an additional Super Attack when Ki is 20 or more, Medium chance of performing a critical hit, Medium chance of evading enemy's attack (including Super Attack)",Fusion,"Can be activated when HP is 50% or less, or when facing only 1 enemy, whose HP is 50% or less (once only) Causes ultimate damage to enemy and, within the turn activated, all attacks become critical hits",Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Massively raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy; disables enemy's action once within the turn,"Kamehameha, Super Saiyan, Warrior Gods, Godly Power, Prepared for Battle, Fierce Battle, Legendary Power","Pure Saiyans, Power Beyond Super Saiyan, Fusion, Fused Fighters, Transformation Boost, Kamehameha, Realm of Gods, Mastered Evolution, Time Limit, Final Trump Card, Joined Forces, Bond of Parent and Child, Super Heroes, Movie Heroes",,"Jul 8, 2022",200%,570%
