State,Name,Subname,Stats Cat 55% 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date
Base,West Supreme Kai,Holy Ambush,"HP 7,158 8,958 | ATK 8,444 10,484 | DEF 5,097 6,657","Super STR Type Ki +2 and HP, ATK & DEF +40%","Divine Resistance ATK & DEF +50% Chance to perform a critical hit +7% per ""Realm of Gods"" Category ally on the team",,Raises ATK for 1 turn and causes supreme damage to enemy,,"Battlefield Diva, The Innocents, Courage, Shocking Speed, Godly Power, Supreme Power","Majin Buu Saga, Potara, Realm of Gods, Storied Figures",[],
Base,Majin Buu (Pure Evil),Aggregate of Rage,"HP 9,958 13,358 | ATK 8,848 11,848 | DEF 6,461 9,061",INT Type enemies' ATK -30%,Unrestricted Pure Evil All enemies' ATK & DEF -20% Medium chance of evading enemy's attack (including Super Attack),,Causes supreme damage to enemy and seals Super Attack,,"Majin, Berserker, Brutal Beatdown, Infinite Regeneration, Nightmare, The Wall Standing Tall, Fierce Battle","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Power Absorption, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Worldwide Chaos",[],
Base,Bota Magetta,Ingenious Scheme on a Grand Scale,"HP 11,720 15,120 | ATK 8,246 11,246 | DEF 6,408 9,008",Reduces damage received by 40%,Damage Countermeasures DEF +80% High chance of reducing damage received by 50%,,Causes supreme damage to enemy and lowers DEF,,"Tough as Nails, Infighter, More Than Meets the Eye, Solid Support, Warriors of Universe 6, Tournament of Power, Fierce Battle","Universe Survival Saga, Joined Forces, Universe 6, Tournament Participants, Revenge",[],
Base,Bota Magetta,Ingenious Scheme on a Grand Scale,"HP 10,394 13,394 | ATK 8,339 11,739 | DEF 6,954 9,554",PHY Type enemies' ATK -40%,Steam Burst Ki +2 and ATK & DEF +70% when facing only 1 enemy Plus an additional Ki +2 and ATK & DEF +30% when facing 2 or more enemies,,Causes supreme damage to enemy and lowers ATK,,"Tough as Nails, Infighter, More Than Meets the Eye, Solid Support, Warriors of Universe 6, Tournament of Power, Fierce Battle","Universe Survival Saga, Joined Forces, Universe 6, Tournament Participants, Revenge",[],
Base,Perfect Cell,Surpassing All,"HP 15,389 19,029 | ATK 13,807 18,567 | DEF 10,243 14,443","(Extreme) TEQ Type Ki +3 and HP, ATK & DEF +70%",(Extreme) Avatar of Contempt ATK & DEF +15% per Ki Sphere obtained Plus an additional Ki +1 per Rainbow Ki Sphere obtained,,Causes immense damage to enemy and recovers 10% HP,,"Revival, Messenger from the Future, Big Bad Bosses, Kamehameha, Attack of the Clones, Ultimate Lifeform, Fierce Battle","Androids/Cell Saga, Androids, Artificial Life Forms, Transformation Boost, Kamehameha, Full Power, Miraculous Awakening, Sworn Enemies, Tournament Participants, Resurrected Warriors, Time Travelers, Revenge, Planetary Destruction, Accelerated Battle, Battle of Fate, Worldwide Chaos",[],
Base,Ultimate Gohan,Ultimate Power Surge,"HP 14,692 18,892 | ATK 13,108 17,308 | DEF 8,544 12,744","(Extreme) INT Type Ki +3 and HP, ATK & DEF +70%","(Extreme) Victor's Fortitude Ki +5, ATK +80%, and DEF +40% when Ki is 7 or more",,Greatly raises ATK and causes immense damage to enemy,,"Saiyan Warrior Race, The Saiyan Lineage, Infighter, Shocking Speed, Power Bestowed by God, Fierce Battle","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Powerful Comeback, Power of Wishes, Demonic Power, Rapid Growth, Bond of Parent and Child, Siblings' Bond, Earth-Bred Fighters, Saviors, Revenge, Entrusted Will",[],
Base,Cell (Perfect Form) (GT),Resurrection for Retaliation,"HP 8,438 10,478 | ATK 8,339 10,139 | DEF 5,218 6,778","PHY Type Ki +2 and HP, ATK & DEF +30%",Obtained via Death Extreme Class allies' Ki +2 and ATK & DEF +25% Recovers 7% HP at start of turn,,Causes supreme damage to enemy and seals Super Attack,,"Gentleman, Brainiacs, Shocking Speed, Ultimate Lifeform, Nightmare, GT","Androids, Artificial Life Forms, Transformation Boost, Sworn Enemies, GT Bosses, Otherworld Warriors, Time Travelers, Revenge, Target: Goku",[],
Base,Frieza (Final Form) (GT),Resurrection for Revenge,"HP 8,736 10,536 | ATK 8,160 9,960 | DEF 5,293 7,093","INT Type Ki +2 and HP, ATK & DEF +30%",Death Form Extreme Class allies' Ki +2 and ATK & DEF +25% Reduces damage received by 30%,,Causes supreme damage with a medium chance of stunning the enemy,,"Prodigies, Universe’s Most Malevolent, Shocking Speed, Strongest Clan in Space, Nightmare, GT","Wicked Bloodline, Transformation Boost, Sworn Enemies, GT Bosses, Gifted Warriors, Otherworld Warriors, Revenge, Target: Goku",[],
Base,Beerus (Monaka Costume),Fictitious Universe's Strongest,"HP 7,401 9,441 | ATK 9,030 10,830 | DEF 5,368 6,928","""Representatives of Universe 7"" Category Ki +3 and HP, ATK & DEF +50%","Restricted Battle ATK +77% for 4 turns after receiving attack Raises ATK by up to 77% (the less HP remaining, the greater the stats boost)",,Causes supreme damage to enemy while sacrificing 7% HP,,"Godly Power, Prodigies, More Than Meets the Eye, Shocking Speed, Connoisseur, Infighter, Shattering the Limit","Realm of Gods, Worthy Rivals, Representatives of Universe 7, Super Bosses, Space-Traveling Warriors",[],
Base,Lord Slug (Giant Form),Evil Namekian,"HP 11,134 14,534 | ATK 10,344 13,344 | DEF 6,351 8,951","""Giant Form"" Category Ki +3 and HP, ATK & DEF +120%; or Extreme PHY Type Ki +3 and HP, ATK & DEF +70%",Mutated Namekian ATK & DEF +80% Plus an additional ATK +50% for 5 turns after receiving an attack Turns into Giant Form when conditions are met,,Causes supreme damage to enemy and greatly lowers DEF,,"Namekians, Nightmare, Metamorphosis, Thirst for Conquest, Big Bad Bosses, Transform, Shattering the Limit","Namekians, Giant Form, Power of Wishes, Demonic Power, Movie Bosses, Space-Traveling Warriors, Dragon Ball Seekers, Terrifying Conquerors, Inhuman Deeds",,
Base,Yamcha,Ace in the Hole,"HP 6,560 6,560 | ATK 5,874 5,874 | DEF 3,499 3,499",INT Type ATK +30%,The Line Between Victory and Defeat ATK & DEF +50% when Ki is 7 or more Ki +4 when HP is 70% or below,,Causes extreme damage to enemy and lowers ATK,,"Turtle School, Speedy Retribution, The Incredible Adventure, Guidance of the Dragon Balls","Earthlings, Final Trump Card, Worthy Rivals, Turtle School, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Krillin,Hard-Fought Match,"HP 6,435 6,435 | ATK 5,899 5,899 | DEF 3,530 3,530",AGL & TEQ Type ATK & DEF +20%,"Skill, Movement and Grit Ki +3 at start of turn Reduces damage received by 30%",,Causes extreme damage to enemy and lowers DEF,,"Turtle School, Courage, High Compatibility, Kamehameha","Earthlings, Kamehameha, Bond of Friendship, Turtle School, World Tournament, Tournament Participants, Earth-Bred Fighters, Battle of Wits",[],
Base,Yajirobe,Disguised Martial Artist,"HP 4,541 4,541 | ATK 3,275 3,275 | DEF 2,973 2,973",STR Type Ki +2,Power Behind the Mask PHY Type enemy's ATK -20%,,Causes huge damage to enemy and seals Super Attack,,"Tough as Nails, Infighter, Coward, Flee","Earthlings, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Goku,Strength Forged in Heaven,"HP 5,935 5,935 | ATK 6,224 6,224 | DEF 3,374 3,374",AGL & PHY Type HP & ATK +20%,Weakness Detection DEF +100% at start of turn Ki +2 and ATK +40% when facing 2 or more enemies,,Causes extreme damage with a high chance to stun the enemy,,"All in the Family, Infighter, Shocking Speed, World Tournament Champion, Turtle School","Pure Saiyans, Goku's Family, Bond of Parent and Child, Bond of Friendship, Turtle School, World Tournament, Tournament Participants, Earth-Bred Fighters, Low-Class Warrior",[],
Base,Borgos (Giant Ape),Feverish Battlefield,"HP 11,113 14,513 | ATK 9,727 12,727 | DEF 6,944 9,544","PHY Type Ki +2 and HP, ATK & DEF +70%","Silent Zeal ATK & DEF +12% per Ki Sphere obtained Plus an additional ATK & DEF +1% (up to 3%) per ""Giant Form"" Category ally on the team Turns into Giant Ape when conditions are met",,Causes supreme damage to enemy and raises ATK for 3 turns,,"Team Bardock, Saiyan Pride, Infighter, The Saiyan Lineage, Transform, Saiyan Roar, Shattering the Limit","Pure Saiyans, Giant Form, Giant Ape Power, Uncontrollable Power, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures",,
Base,Shugesh (Giant Ape),Greedy Attack Mode,"HP 11,297 14,297 | ATK 9,617 12,617 | DEF 6,990 9,990","INT Type Ki +2 and HP, ATK & DEF +70%","Resilient Strength All allies' ATK & DEF +7000 Plus an additional DEF +2000 (up to 6000) per ""Giant Form"" Category ally on the team Turns into Giant Ape when conditions are met",,Causes supreme damage to enemy and greatly lowers DEF,,"Team Bardock, Saiyan Pride, Tough as Nails, The Saiyan Lineage, Transform, Saiyan Roar, Shattering the Limit","Pure Saiyans, Giant Form, Giant Ape Power, Uncontrollable Power, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures",,
Base,Tora (Giant Ape),Plucky Low-Class Warrior,"HP 10,653 13,253 | ATK 10,058 13,058 | DEF 6,761 10,161","AGL and STR Type Ki +2 and HP, ATK & DEF +50%","Team Guidepost All allies' Ki +3 and ATK +30%, recovers 6% HP (up to 18%) per ""Giant Form"" Category ally on the team at start of turn Turns into Giant Ape when conditions are met",,Causes supreme damage to enemy and lowers ATK,,"Saiyan Warrior Race, Team Bardock, Saiyan Pride, The Saiyan Lineage, Transform, Saiyan Roar, Shattering the Limit","Pure Saiyans, Giant Form, Giant Ape Power, Uncontrollable Power, Team Bardock, Low-Class Warrior, Space-Traveling Warriors, Storied Figures",,
Base,Jiren,Grey Warrior,"HP 8,395 9,955 | ATK 8,643 10,683 | DEF 5,048 6,848","""Universe Survival Saga"" Category HP, ATK & DEF +60%",Massive Ki Pressure Reduces damage received by 50% when Ki is 10 or more,,Causes supreme damage to enemy and lowers DEF,,"Cold Judgment, Shocking Speed, Hero of Justice, Godly Power, Tournament of Power","Universe Survival Saga, Realm of Gods, Universe 11, Super Bosses, Tournament Participants, Space-Traveling Warriors, Defenders of Justice",[],
Base,Piccolo,Battle as a Namekian,"HP 9,863 12,263 | ATK 10,508 12,908 | DEF 5,623 8,023","(Extreme) ""Namekians"" Category Ki +3 and HP, ATK & DEF +77%; or AGL Type Ki +2 and HP, ATK & DEF +30%",(Extreme) Compatriot's Power ATK & DEF +60% ATK +12% and Ki +2 in addition per Rainbow Ki Sphere obtained Assimilate when conditions are met,,Causes supreme damage to enemy and raises DEF by 30% for 1 turn,,"Z Fighters, Experienced Fighters, Namekians, Brainiacs, Shocking Speed, Gaze of Respect, Shattering the Limit","Planet Namek Saga, Namekians, Fused Fighters, Power of Wishes, Demonic Power, Worthy Rivals, Bond of Master and Disciple, Earth-Bred Fighters, Gifted Warriors, Resurrected Warriors, Saviors, Connected Hope, Entrusted Will, Battle of Wits",Assimilate with Nail starting from the 5th turn from the start of battle,
Transformation,Piccolo,Battle as a Namekian,"HP 9,863 12,263 | ATK 10,508 12,908 | DEF 5,623 8,023","(Extreme) ""Namekians"" Category Ki +3 and HP, ATK & DEF +77%; or AGL Type Ki +2 and HP, ATK & DEF +30%",(Extreme) Sense of Invincibility Recovers 30% HP (once only) Changes AGL Ki Spheres to Rainbow Ki Spheres ATK & DEF +70% ATK +15% and Ki +3 in addition and recovers 18000 HP per Rainbow Ki Sphere obtained,,Causes supreme damage to enemy and raises DEF by 30% for 3 turns,,"Z Fighters, Experienced Fighters, Namekians, Brainiacs, Shocking Speed, Gaze of Respect, Shattering the Limit","Planet Namek Saga, Namekians, Fused Fighters, Power of Wishes, Demonic Power, Worthy Rivals, Bond of Master and Disciple, Earth-Bred Fighters, Gifted Warriors, Resurrected Warriors, Saviors, Connected Hope, Entrusted Will, Battle of Wits",,
Base,Super Saiyan Goku,Self-Assured Victory Declaration,"HP 6,972 8,772 | ATK 8,241 10,281 | DEF 4,305 5,865","All Types Ki +3 and HP, ATK & DEF +30%",Fruitless Ending Ki +3 and ATK & DEF +77% when HP is 77% or below,,Causes supreme damage to enemy,,"Z Fighters, Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha","Planet Namek Saga, Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Powerful Comeback, Miraculous Awakening, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Legendary Existence, Saviors, Exploding Rage, Entrusted Will, Battle of Fate",[],
Base,Frieza (Final Form),Catastrophic Rage,"HP 10,069 13,069 | ATK 10,874 14,274 | DEF 6,146 8,746","Extreme STR Type Ki +2 and HP, ATK & DEF +90%",Irrational Fury ATK & DEF +80% Plus an additional ATK +100% within the same turn after receiving attack,,Greatly raises ATK for 1 turn and causes supreme damage to enemy,,"Strongest Clan in Space, Universe’s Most Malevolent, Prodigies, Thirst for Conquest, Big Bad Bosses, Shocking Speed, Fierce Battle","Planet Namek Saga, Wicked Bloodline, Transformation Boost, Sworn Enemies, Gifted Warriors, Space-Traveling Warriors, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Exploding Rage, Accelerated Battle",[],
Base,Goku (Kaioken),Determined to Fight,"HP 9,513 12,913 | ATK 10,948 13,948 | DEF 6,331 8,931","Super PHY Type Ki +2 and HP, ATK & DEF +90%",Double-Edged Sword ATK & DEF +80% Plus an additional ATK +20% with each attack received (up to 120%),,Greatly raises ATK for 1 turn and causes supreme damage to enemy,,"Z Fighters, All in the Family, Saiyan Warrior Race, Kamehameha, Shocking Speed, Prepared for Battle, Fierce Battle","Planet Namek Saga, Pure Saiyans, Goku's Family, Kamehameha, Full Power, Powerful Comeback, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Saviors, Entrusted Will, All-Out Struggle, Accelerated Battle",[],
Base,Chiaotzu,Final Trick,"HP 6,310 6,310 | ATK 5,824 5,824 | DEF 3,686 3,686",INT & PHY Type Ki +2 and HP +40%,Continuous Attack DEF +40% Attacked enemy's DEF -40% for 3 turns,,Causes extreme damage with a rare chance to stun the enemy,,"Crane School, Telekinesis, Telepathy, The Incredible Adventure, Guidance of the Dragon Balls","DB Saga, Earthlings, Youth, Bond of Friendship, Bond of Master and Disciple, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Pamput,Aiming for the World's Top,"HP 5,230 5,230 | ATK 3,619 3,619 | DEF 2,197 2,197",PHY Type Ki +2,World Tournament Championship Winner ATK & DEF +3500 when HP is 50% or above,,Causes huge damage to enemy,,"Infighter, Champion's Strength, The Incredible Adventure, Guidance of the Dragon Balls","DB Saga, Earthlings, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Man-Wolf,Full Moon Grudge,"HP 4,627 4,627 | ATK 3,550 3,550 | DEF 2,585 2,585",TEQ Type Ki +2,Kenpo Rank 30 ATK +5000 when Ki is 8 or more,,Causes huge damage to enemy,,"Coward, More Than Meets the Eye, Metamorphosis, The Incredible Adventure, Guidance of the Dragon Balls","DB Saga, Earthlings, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Super Saiyan Goten (Kid),Furious Kamehameha,"HP 14,668 17,668 | ATK 12,217 15,617 | DEF 7,566 10,166",(Extreme) ATK & DEF +15% per Ki Sphere obtained,(Extreme) Flooding Memories Changes PHY Ki Spheres to Rainbow Ki Spheres and ATK & DEF +70% Disables Rampage,,Causes supreme damage to enemy and raises DEF by 30% for 3 turns,,"Blazing Battle, Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha, Shattering the Limit","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Youth, Super Saiyans, Kamehameha, Full Power, Power of Wishes, Bond of Parent and Child, Siblings' Bond, Bond of Friendship, Movie Heroes, Earth-Bred Fighters, Gifted Warriors, Dragon Ball Seekers",[],
Base,Super Saiyan Gohan (Teen),Unyielding Kamehameha,"HP 12,494 15,094 | ATK 13,183 16,183 | DEF 7,523 10,923","(Extreme) All Types Ki +2 and HP, ATK & DEF +50%",(Extreme) Total Resolve ATK +90% and DEF +40% when performing a Super Attack Disables Rampage,,Raises ATK for 1 turn and causes supreme damage to enemy,,"Blazing Battle, Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha, Shattering the Limit","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Power of Wishes, Demonic Power, Bond of Parent and Child, Siblings' Bond, Movie Heroes, Earth-Bred Fighters, Defenders of Justice",[],
Base,Super Saiyan Goku,Miraculous Kamehameha,"HP 14,026 17,026 | ATK 12,815 16,215 | DEF 7,190 9,790","(Extreme) AGL, INT and STR Type Ki +2 and HP, ATK & DEF +70%",(Extreme) Miracles Descend Ki +3 and ATK & DEF +80% when HP is 30% or above Disables Rampage,,Causes supreme damage to enemy and raises allies' ATK by 25% for 1 turn,,"Blazing Battle, Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha, Shattering the Limit","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Power of Wishes, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Turtle School, Earth-Bred Fighters, Accelerated Battle",[],
Base,Whis,Flexible Thinking,"HP 12,515 15,915 | ATK 9,065 12,065 | DEF 4,911 7,511","PHY Type Ki +2 and HP, ATK & DEF +50%",Elegant Style ATK & DEF +40% when HP is 30% or more Fully recovers HP when HP is 30% or less (once only),,Causes supreme damage with a chance of stunning the enemy,,"Godly Power, Shocking Speed, Connoisseur, Gentleman, Brainiacs, Solid Support","Realm of Gods, Siblings' Bond, Bond of Master and Disciple, Space-Traveling Warriors",[],
Base,Gohan (Kid),Hope for Growth,"HP 8,180 10,580 | ATK 10,180 12,580 | DEF 6,180 8,580","(Extreme) ""Planet Namek Saga"" Category Ki +3 and HP, ATK & DEF +77%; or STR Type Ki +2 and HP, ATK & DEF +30%",(Extreme) Grand Elder Guru's Support ATK & DEF +13% per Ki Sphere obtained ATK +7% and Ki +2 in addition per Rainbow Ki Sphere obtained,,Causes supreme damage to enemy and raises allies' ATK by 20% for 1 turn,,"The Saiyan Lineage, All in the Family, Saiyan Warrior Race, Z Fighters, Gaze of Respect, The Innocents, Shattering the Limit","Planet Namek Saga, Hybrid Saiyans, Goku's Family, Youth, Demonic Power, Rapid Growth, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters, Dragon Ball Seekers",[],
Base,Super Saiyan 3 Goku,To a Faraway World,"HP 8,167 9,967 | ATK 7,433 9,233 | DEF 4,533 6,333","""Super Saiyan 3"" Category Ki +3 and HP, ATK & DEF +33%","Evolved Super Saiyan ""Super Saiyan 3"" Category ATK & DEF +33%",,Causes supreme damage to enemy and raises ATK for 3 turns,,"Saiyan Warrior Race, Super Saiyan, Experienced Fighters, Kamehameha, Over in a Flash, Limit-Breaking Form","Pure Saiyans, Goku's Family, Super Saiyan 3, Power Beyond Super Saiyan, Kamehameha, Mastered Evolution, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Accelerated Battle",[],
Base,Yamcha,First Step to a Martial Artist,"HP 6,248 6,248 | ATK 6,074 6,074 | DEF 3,405 3,405","""World Tournament"" Category Ki +2 and HP & ATK +20%",Bulma's Support Ki +3 and ATK +40% for 7 turns from the character's entry turn,,Causes extreme damage to enemy and lowers ATK,,"Shocking Speed, Infighter, Speedy Retribution, Guidance of the Dragon Balls, The Incredible Adventure","DB Saga, Earthlings, Worthy Rivals, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Ranfan,Forbidden Seduction Tactic,"HP 5,498 5,498 | ATK 6,549 6,549 | DEF 3,186 3,186","""Peppy Gals"" Category Ki +2 and ATK & DEF +20%","Beauty Trap When guard is activated, ATK +100% within the same turn and damage received -40%",,Causes extreme damage with a chance to stun the enemy,,"Battlefield Diva, Brainiacs, Coward, Guidance of the Dragon Balls, The Incredible Adventure","DB Saga, Earthlings, Peppy Gals, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Super Saiyan 3 Vegeta (GT),Limitless Saiyan,"HP 11,134 14,134 | ATK 10,232 13,632 | DEF 6,491 9,091","All Types Ki +3 and HP, ATK & DEF +30%",Outburst of Ki ATK & DEF +90% at start of turn,,Causes supreme damage to enemy and raises DEF by 30% for 3 turns,,"Super Saiyan, Golden Warrior, Royal Lineage, Prodigies, Limit-Breaking Form, GT, Fierce Battle","Pure Saiyans, Vegeta's Family, Super Saiyan 3, Power Beyond Super Saiyan, Worthy Rivals, Bond of Parent and Child, Gifted Warriors, Crossover",[],
Base,Super Saiyan 3 Goku (GT),Zealous Offensive,"HP 11,786 14,386 | ATK 9,785 12,785 | DEF 6,724 10,124","All Types HP, ATK & DEF +60%",Mental Prowess in Battle ATK & DEF +90% at start of turn,,Causes supreme damage to enemy and raises ATK for 3 turns,,"Golden Warrior, Super Saiyan, Kamehameha, Limit-Breaking Form, Over in a Flash, GT, Fierce Battle","Pure Saiyans, Goku's Family, Super Saiyan 3, Power Beyond Super Saiyan, Kamehameha, Bond of Parent and Child, Bond of Friendship, GT Heroes, Turtle School, Earth-Bred Fighters, Accelerated Battle",[],
Base,Super Saiyan 3 Bardock,Saiyan Counterattack,"HP 10,516 13,116 | ATK 8,664 11,664 | DEF 5,475 8,875","""Super Saiyan 3"" Category, AGL, INT & PHY Types Ki +2 and HP, ATK & DEF +40%",Fired-Up Saiyan ATK +80% when performing a Super Attack DEF +80% for 5 turns from the character's entry turn,,Causes supreme damage to enemy and lowers DEF,,"Saiyan Warrior Race, Super Saiyan, Prepared for Battle, Experienced Fighters, Over in a Flash, Limit-Breaking Form, Fierce Battle","Pure Saiyans, Goku's Family, Super Saiyan 3, Power Beyond Super Saiyan, Powerful Comeback, Bond of Parent and Child, Resurrected Warriors, Time Travelers, Storied Figures, Revenge, Crossover",[],
Base,Great Saiyaman 2,Lovely Partner,"HP 9,780 11,820 | ATK 7,981 9,781 | DEF 4,994 6,554","""Peppy Gals"" Category Ki +2 and HP & ATK +30%",Righteous Defense DEF +60% Super Class allies' DEF +40%,,Causes supreme damage to enemy and lowers ATK,,"Battlefield Diva, Patrol, Hero of Justice, Signature Pose, Infighter","Majin Buu Saga, Earthlings, Peppy Gals, Bond of Parent and Child, Movie Heroes, Earth-Bred Fighters, Defenders of Justice, Special Pose",[],
Base,Great Saiyaman,Passionate Sense of Duty,"HP 8,065 9,865 | ATK 8,578 10,378 | DEF 5,106 6,906",Super Class ATK +50% when HP is 50% or above,Righteous Onslaught ATK +40% Super Class allies' ATK +20%,,Causes supreme damage to enemy and raises ATK for 3 turns,,"Z Fighters, Patrol, Hero of Justice, Signature Pose, Shocking Speed, Kamehameha","Majin Buu Saga, Hybrid Saiyans, Goku's Family, Kamehameha, Demonic Power, Bond of Parent and Child, Siblings' Bond, Movie Heroes, Earth-Bred Fighters, Defenders of Justice, Special Pose",[],
Base,Minotia,Kind Hero,"HP 7,386 7,386 | ATK 6,144 6,144 | DEF 3,041 3,041",TEQ Type enemies' ATK -25%,Hero's Resolve Damage received -40% when guard is activated,,Greatly raises ATK for 1 turn and causes extreme damage to enemy,,"Hero, Courage, Experienced Fighters, Brainiacs, Solid Support","Youth, Siblings' Bond, Movie Heroes, Storied Figures, Legendary Existence",[],
Base,Hoi,Shadowy Sorcerer,"HP 7,901 7,901 | ATK 5,577 5,577 | DEF 3,492 3,492",AGL and STR Types HP & ATK +30%,Evil Magic Power Extreme Class allies' Ki +2 and ATK & DEF +20%,,Causes extreme damage with a medium chance to stun the enemy,,"Brainiacs, Coward, Thirst for Conquest, Flee, Master of Magic","Demonic Power, Space-Traveling Warriors, Dragon Ball Seekers, Terrifying Conquerors",[],
Base,Tapion,Melody of Courage,"HP 8,547 10,587 | ATK 8,431 10,231 | DEF 5,237 6,797",PHY Type Ki +2 and ATK & DEF +30%,Legendary Ocarina ATK +40% Extreme Class enemies' ATK & DEF -20% when HP is 80% or more,,Causes supreme damage to enemy and lowers ATK,,"Hero, Courage, Experienced Fighters, Revival, Brainiacs, Solid Support","Power of Wishes, Siblings' Bond, Movie Heroes, Resurrected Warriors, Time Travelers, Storied Figures, Legendary Existence",[],
Base,Zamasu,Immortal God,"HP 7,120 7,120 | ATK 6,724 6,724 | DEF 3,285 3,285","Extreme Class Ki +1 and HP, ATK & DEF +25%",Divine Inevitability Recovers 25% of damage dealt as HP,,Causes extreme damage to enemy and lowers ATK,,"Power Bestowed by God, Cold Judgment, Prodigies, Godly Power, Dismal Future, Fear and Faith","Future Saga, Potara, Realm of Gods, Power of Wishes, Super Bosses, Gifted Warriors, Time Travelers, Dragon Ball Seekers, Worldwide Chaos",[],
Base,Super Saiyan Trunks (Future),New Mission,"HP 6,420 6,420 | ATK 7,032 7,032 | DEF 3,250 3,250","Super Class Ki +1 and HP, ATK & DEF +25%",Captured Potential Super Class allies' ATK +25%,,Greatly raises ATK for 1 turn and causes extreme damage to enemy,,"Super Saiyan, Golden Warrior, Royal Lineage, Messenger from the Future, Dismal Future, Prepared for Battle","Future Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyans, Bond of Parent and Child, Bond of Master and Disciple, Super Heroes, Earth-Bred Fighters, Time Travelers, Revenge, Entrusted Will, Battle of Wits",[],
Base,Gokua,Tide-Turning Power-Up,"HP 8,098 11,098 | ATK 9,840 13,240 | DEF 6,151 8,751",Extreme STR Type Ki +3; STR Type ATK +80%,Change of Battle Form Changes AGL Ki Spheres to STR Ki Spheres ATK & DEF +30%,,Causes supreme damage to enemy and greatly lowers DEF,,"The Hera Clan, Galactic Warriors, Infighter, Loyalty, Shocking Speed, Nightmare","Tournament Participants, Resurrected Warriors, Space-Traveling Warriors, Time Travelers, Storied Figures, Terrifying Conquerors",[],
Base,Frieza (Final Form) (Angel),Shady Business,"HP 8,092 9,652 | ATK 8,279 10,079 | DEF 5,654 7,694","""Resurrected Warriors"" Category Ki +2 and ATK & DEF +20%",The 24-Hour Condition Ki +3 and ATK & DEF +50% for 7 turns from the character's entry turn,,Causes extreme damage to enemy and lowers ATK,,"Prodigies, Universe’s Most Malevolent, Revival, Strongest Clan in Space, Brutal Beatdown, Tournament of Power","Universe Survival Saga, Wicked Bloodline, Transformation Boost, Time Limit, Sworn Enemies, Representatives of Universe 7, Tournament Participants, Gifted Warriors, Otherworld Warriors, Resurrected Warriors",[],
Base,Golden Frieza (Angel),The 10th Warrior from Universe 7,"HP 8,770 10,570 | ATK 7,552 9,592 | DEF 6,475 8,035","STR Type Ki +2; Extreme STR Type HP, ATK & DEF +40%",Throes of Frustration ATK & DEF +40% Ki +4 and ATK +40% when facing 2 or more enemies,,Causes supreme damage to enemy and raises ATK for 3 turns,,"Prodigies, Universe’s Most Malevolent, Revival, Strongest Clan in Space, Nightmare, Brutal Beatdown, Tournament of Power","Universe Survival Saga, Wicked Bloodline, Transformation Boost, Full Power, Mastered Evolution, Time Limit, Sworn Enemies, Representatives of Universe 7, Tournament Participants, Gifted Warriors, Otherworld Warriors, Resurrected Warriors",[],
Base,Ultimate Gohan,Renewed Determination,"HP 7,028 7,028 | ATK 5,536 5,536 | DEF 3,732 3,732","AGL Type Ki +1; Super AGL Type HP, ATK & DEF +20%",See The Wall That Must Be Passed ATK +40% Ki +3 when HP is 50% or above,,Raises ATK and causes extreme damage to enemy,,"Saiyan Warrior Race, Infighter, Shocking Speed, Power Bestowed by God, Kamehameha, Tournament of Power","Universe Survival Saga, Hybrid Saiyans, Goku's Family, Kamehameha, Demonic Power, Mastered Evolution, Bond of Parent and Child, Siblings' Bond, Bond of Master and Disciple, Representatives of Universe 7, Super Heroes, Tournament Participants, Earth-Bred Fighters, Battle of Wits",[],
