State,Name,Subname,Stats 55% 100%,Leader Skill,Passive Name,Passive Skill,Active Skill,Super Attack (12 Ki) Name,Super Attack (12 Ki) Effect,Ultra Super Attack (18 Ki) Name,Ultra Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,Highest DMG Multiplier,LR 12 Ki DMG Multiplier
Base,Hacchan,Greatest Rage and Power,"Base Max Lv 55% 100% | HP 2,313 10,211 11,411 13,211 | ATK 2,513 11,092 12,292 14,332 | DEF 1,193 5,269 6,469 8,029","STR Type Ki +3 and HP, ATK & DEF +100%",Appreciation for Goku,"ATK +100% when performing a Super Attack, Reduces damage received by 30% for 1 turn from the character's entry turn, Ki +3, ATK +180% and guards all attacks for 5 turns after receiving an attack, DEF +180% before the character receives an attack 8 times in battle, DEF +20% (up to 80%) and reduces damage received by 10% (up to 40%) with each attack received, After the character receives an attack 8 or more times in battle, ""DB Saga"" Category allies' ATK & DEF +20%, plus an additional Ki +2 and ATK & DEF +20% for characters whose names include ""Goku (Youth)"", starting from the character's next attacking turn, ATK & DEF +180% when there is a ""Goku's Family"" Category ally on the team",,Fists of Rage,"Raises ATK for 1 turn, causes supreme damage and lowers ATK & DEF with a medium chance of stunning the enemy",,,"Infighter, Tough as Nails, Guidance of the Dragon Balls, The Incredible Adventure, Android Assault, Gentleman, Shattering the Limit","DB Saga, Androids, Bond of Friendship, Exploding Rage",,"Oct 18, 2024",140%,530%,
Base,Demon King Piccolo (Elder),Overwhelming Power Restored,"Base Max Lv 55% 100% | HP 3,902 12,878 14,878 17,478 | ATK 4,203 13,870 15,870 19,270 | DEF 2,890 9,537 11,537 14,537","""Terrifying Conquerors"" Category Ki +4 and HP, ATK & DEF +150%",Great Wish,"Randomly changes Ki Spheres of a certain Type (TEQ excluded) to TEQ Ki Spheres, ATK +60% per TEQ Ki Sphere obtained, Ki +5 and reduces damage received by 50% with 4 or more Ki Spheres obtained, High chance of performing a critical hit with 4 or more TEQ Ki Spheres obtained, DEF +100% before attacking, DEF +100% as the 1st attacker in a turn, Launches an additional attack that has a high chance of becoming a Super Attack and chance of evading enemy's attack (including Super Attack) +30% as the 2nd or 3rd attacker in a turn, Plus an additional DEF +60% and chance of evading enemy's attack (including Super Attack) +30% when all allies attacking in the same turn are Extreme Class, Restores youth using the Dragon Balls' power when conditions are met",,Magekisen,Raises ATK & DEF for 1 turn and causes colossal damage to enemy,Makosen,Raises ATK and massively raises DEF for 1 turn and causes mega-colossal damage to enemy,"Revival, Demonic Ways, The Incredible Adventure, Guidance of the Dragon Balls, Nightmare, Shattering the Limit, Legendary Power","DB Saga, Namekians, Full Power, Power of Wishes, Demonic Power, Sworn Enemies, Gifted Warriors, Resurrected Warriors, Time Travelers, Dragon Ball Seekers, Storied Figures, Legendary Existence, Terrifying Conquerors, Accelerated Battle, Battle of Fate, Worldwide Chaos","Restores youth using the power of the Dragon Balls starting from the 7th turn from the start of battle, or when there is a ""DB Saga"", ""World Tournament"" or ""Dragon Ball Seekers"" Category enemy","Oct 18, 2024",200%,620%,450%
Transformation,Demon King Piccolo,Overwhelming Power Restored,"Base Max Lv 55% 100% | HP 3,902 12,878 14,878 17,478 | ATK 4,203 13,870 15,870 19,270 | DEF 2,890 9,537 11,537 14,537","""Terrifying Conquerors"" Category Ki +4 and HP, ATK & DEF +150%",Feeling of Boundless Power,"Recovers 59% HP (once only), Ki +6 and DEF +100%, Randomly changes Ki Spheres of a certain Type (TEQ excluded) to TEQ Ki Spheres, ATK +66% per Ki Sphere obtained, High chance of performing a critical hit, plus an additional chance of performing a critical hit +6% per TEQ Ki Sphere obtained (count starts from the 4th Ki Sphere), with 3 or more TEQ Ki Spheres obtained, Reduces damage received by 66% for 6 turns from the character's entry turn, Reduces damage received by 10% per Ki Sphere obtained (up to 66%) starting from the 7th turn from the character's entry turn, DEF +100% as the 1st attacker in a turn, Launches an additional attack that has a high chance of becoming a Super Attack and chance of evading enemy's attack (including Super Attack) +30% as the 2nd or 3rd attacker in a turn, Plus an additional DEF +66% and chance of evading enemy's attack (including Super Attack) +30% when all allies attacking in the same turn are Extreme Class",,Explosive Magekisen,Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Explosive Demon Light Cannon,"Massively raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and lowers ATK","Revival, Thirst for Conquest, The Incredible Adventure, Guidance of the Dragon Balls, Nightmare, Shattering the Limit, Legendary Power","DB Saga, Namekians, Full Power, Power of Wishes, Demonic Power, Sworn Enemies, Gifted Warriors, Resurrected Warriors, Time Travelers, Dragon Ball Seekers, Storied Figures, Legendary Existence, Terrifying Conquerors, Accelerated Battle, Battle of Fate, Worldwide Chaos",,"Oct 30, 2020",200%,620%,450%
Base,Gohan (Kid)/Piccolo,Tide-Turning Super Power,"Base Max Lv 55% 100% | HP 6,022 19,875 21,875 24,475 | ATK 4,577 15,105 17,105 20,505 | DEF 2,668 8,806 10,806 13,806","""Planet Namek Saga"" or ""Bond of Master and Disciple"" Category Ki +4 and HP, ATK & DEF +150%",Deadly Showdown on Planet Namek,"ATK & DEF +200%, Plus an additional ATK +150% when performing a Super Attack, Ki +3, reduces damage received by 30%, chance of performing a critical hit +30% and launches an additional attack that has a high chance of becoming a Super Attack for 3 turns from the character's entry turn, Ki +3, reduces damage received by 30% and chance of performing a critical hit +30% as the 1st attacker in a turn, Ki +3, reduces damage received by 20% and chance of performing a critical hit +20% when there is another ""Planet Namek Saga"" or ""Namekians"" Category ally attacking in the same turn, Recovers 20% HP at the end of turn","Active Skill Exchange Condition: Can be activated when HP is 70% or less starting from the 4th turn from the start of battle, or starting from the 6th turn from the start of battle (once only) Exchanges with another character Animation: Play",Wild Rush Blaster,Raises ATK & DEF and causes colossal damage to enemy,Full Power Masenko,Massively raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"Saiyan Warrior Race, All in the Family, Gaze of Respect, Shocking Speed, Demonic Ways, Fierce Battle, Legendary Power","Planet Namek Saga, Hybrid Saiyans, Goku's Family, Youth, Demonic Power, Rapid Growth, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters, Dragon Ball Seekers, Saviors, Connected Hope, Entrusted Will","Can be activated when HP is 70% or less starting from the 4th turn from the start of battle, or starting from the 6th turn from the start of battle (once only)","Oct 16, 2024",200%,570%,405%
Transformation,Piccolo,Tide-Turning Super Power,"Base Max Lv 55% 100% | HP 6,022 19,875 21,875 24,475 | ATK 4,577 15,105 17,105 20,505 | DEF 2,668 8,806 10,806 13,806","""Planet Namek Saga"" or ""Bond of Master and Disciple"" Category Ki +4 and HP, ATK & DEF +150%","Piccolo, Late to the Battle","Ki +8 and ATK & DEF +250%, Plus an additional ATK +150% when performing a Super Attack, Reduces damage received by 50%, High chance of performing a critical hit, Launches an additional attack that has a great chance of becoming a Super Attack, Plus an additional Ki +4 and launches an additional Super Attack starting from the turn in which the character receives an attack, When HP is 70% or more at start of turn, plus an additional damage reduction of 20% and Super Class allies' DEF +70%, When HP is 70% or less at start of turn, evades enemy's attack (including Super Attack) within the turn (once only) and from the character's next attacking turn onward, high chance of evading enemy's attack (including Super Attack), Recovers 25% HP at the end of turn",,Hellzone Plunge,Raises ATK & DEF and causes colossal damage to enemy,Feel the Pain of the Namekians!!,Massively raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"Brainiacs, Namekians, Gaze of Respect, Shocking Speed, Demonic Ways, Fierce Battle, Legendary Power","Planet Namek Saga, Hybrid Saiyans, Goku's Family, Youth, Demonic Power, Rapid Growth, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters, Dragon Ball Seekers, Saviors, Connected Hope, Entrusted Will",,"Oct 16, 2024",200%,405%,
Base,Super Saiyan Goku,Everlasting Legend,"Base Max Lv 55% 100% | HP 5,120 15,800 17,800 20,400 | ATK 5,620 15,100 17,100 20,500 | DEF 3,830 8,220 10,220 13,220","Super Class Ki +4 and HP, ATK & DEF +90%; or Extreme Class Ki +3 and HP, ATK & DEF +70%",Crucial Battle,"ATK & DEF +159%, Ki +3 plus an additional DEF +159% and great chance of guarding all attacks as the 1st or 2nd attacker in a turn, Ki +3 plus an additional ATK +159% and great chance of launching an additional Super Attack as the 2nd or 3rd attacker in a turn, Plus an additional ATK & DEF +159% when performing an Ultra Super Attack, All allies' Ki +3, plus an additional ATK & DEF +30% for Super Class allies, Attacks effective against all Types when attacking Super Class enemies, Performs a critical hit when attacking Extreme Class enemies",,Super Kamehameha,Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Super Spirit Bomb,Causes mega-colossal damage to enemy; raises allies' ATK by 30% and chance of performing a critical hit by 10% for 1 turn,"Golden Warrior, Super Saiyan, Kamehameha, The First Awakened, Family Ties, Legendary Power","Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Power of Wishes, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters",,"Oct 15, 2024",200%,590%,450%
Base,Super Saiyan Bardock,The Outcome of Repeated Tragedy,"Base Max Lv 55% 100% | HP 2,197 7,252 9,252 11,852 | ATK 2,682 8,852 10,852 13,852 | DEF 1,460 4,818 6,818 10,218","""Time Travelers"" Category Ki +2 and HP, ATK & DEF +50%",Care for Comrades,"Activates the Entrance Animation (once only) and launches an additional attack that has a great chance of becoming a Super Attack for 4 turns from the character's entry turn when there are another 4 or more Super Class allies on the team upon the character's entry, ATK & DEF +100%, Super Class allies' Ki +1 and ATK & DEF +20%, ""Time Travelers"" Category allies' Ki +1 and ATK & DEF +20%, Plus an additional ATK +100% when there is a ""Wicked Bloodline"" Category enemy, Medium chance of performing a critical hit, Launches an additional attack that has a high chance of becoming a Super Attack when all allies attacking in the same turn are Super Class, Plus an additional ATK & DEF +50% when performing a Super Attack, Plus an additional ATK +50% and chance of performing a critical hit +50% when HP is 50% or less",,Furious Bites,"Raises ATK, greatly raises DEF for 1 turn, causes supreme damage to enemy and lowers ATK",,,"Super Saiyan, The Saiyan Lineage, Team Bardock, Prepared for Battle, Saiyan Pride, Shattering the Limit","Pure Saiyans, Goku's Family, Super Saiyans, Powerful Comeback, Miraculous Awakening, Bond of Parent and Child, Team Bardock, Low-Class Warrior, Resurrected Warriors, Time Travelers, Storied Figures, Revenge, Exploding Rage",,"Oct 10, 2024",140%,400%,
Base,Nail,Earnest Determination,"Base Max Lv 55% 100% | HP 3,369 14,868 16,868 19,468 | ATK 2,330 10,281 12,281 15,281 | DEF 1,689 7,498 9,498 12,898","""Namekians"" Category Ki +3 and HP, ATK & DEF +160%",Beliefs of the Namekians,"ATK & DEF +150%, Launches an additional attack that has a great chance of becoming a Super Attack, Plus an additional ATK & DEF +150% for 3 turns from the character's entry turn, Plus an additional ATK & DEF +150% and reduces damage received by 30% to 77% (the less HP remaining, the greater the reduction) when there is ""Piccolo"" on the team or when there is another ""Namekians"" Category ally on the team, All allies' Ki +2 and ATK & DEF +50% when there is an ally whose name includes ""Piccolo"" (Demon King, Buu, etc. excluded) on the team, Launches an additional Super Attack and all attacks become critical hits when there is a ""Wicked Bloodline"" or ""Planet Namek Saga"" Category enemy",,Mystic Flash,Greatly raises ATK & DEF and causes supreme damage to enemy,,,"Namekians, Cold Judgment, Hero, Supreme Warrior, Experienced Fighters, Shocking Speed, Fierce Battle","Planet Namek Saga, Namekians, Demonic Power, Connected Hope",,"Oct 8, 2024",140%,480%,
Base,Super Saiyan Goku,Zealous Roar,"Base Max Lv 55% 100% | HP 2,733 12,064 14,064 17,064 | ATK 2,386 10,530 12,530 15,930 | DEF 1,456 6,427 8,427 11,027","AGL, TEQ & STR Types Ki +3 and HP, ATK & DEF +90%",Gambling on Survival,"Ki +3 and ATK & DEF +200%, Survives K.O. attacks (up to once within a turn), If HP is 59% or less when receiving an attack, plus an additional ATK & DEF +200% and attacks effective against all Types starting from that turn, If HP is 20% or less when receiving an attack, evades enemy's attack (including Super Attack) within the turn (once only) plus an additional ATK & DEF +100% and launches an additional Super Attack starting from that turn, Recovers 59% HP if HP is 20% or less at the end of turn (once only)",,Angry Kamehameha,Massively raises ATK for 1 turn and causes supreme damage to enemy,,,"Golden Warrior, Saiyan Warrior Race, Super Saiyan, Kamehameha, Z Fighters, Prepared for Battle, Shattering the Limit","Planet Namek Saga, Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha, Full Power, Powerful Comeback, Miraculous Awakening, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Legendary Existence, Saviors, Exploding Rage, Entrusted Will, Battle of Fate",,"Oct 8, 2024",135%,530%,
Base,Frieza (Full Power),Emperor's Devotion,"Base Max Lv 55% 100% | HP 3,716 11,928 14,728 19,488 | ATK 4,761 10,606 13,406 17,606 | DEF 3,108 5,730 8,530 12,170","PHY Type Ki +3 and HP, ATK & DEF +70%",Totality of Rage,"Ki +3 and ATK +150%, ATK +300% and DEF +150% when performing a Super Attack, Reduces damage received by 50% and starting from the 5th turn from the character's entry turn, damage reduction rate -10% with each turn passed (no more than -30%), DEF +150% and reduces damage received by 30% as the 1st attacker in a turn, Plus an additional ATK & DEF +150% when performing a Super Attack as the 2nd or 3rd attacker in a turn, Launches an additional Super Attack if HP is 50% or more when attacking, If HP is 50% or less when attacking, performs a critical hit when attacking Super Class enemies and attacks effective against all Types when attacking Extreme Class enemies, Plus an additional Ki +12 and ATK +150% when there is a ""Pure Saiyans"" Category enemy",,I'm the One Who'll Kill You!,Causes immense damage to enemy and raises DEF by 30% for 3 turns,,,"Prodigies, Universe’s Most Malevolent, Nightmare, Strongest Clan in Space, Big Bad Bosses, Over in a Flash, Fierce Battle","Planet Namek Saga, Wicked Bloodline, Transformation Boost, Full Power, Final Trump Card, Sworn Enemies, Gifted Warriors, Space-Traveling Warriors, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Exploding Rage, Battle of Fate",,"Oct 8, 2024",130%,630%,
Base,Cui,Elimination of the Traitor,"Base Max Lv 55% 100% | HP 2,933 9,681 11,681 14,681 | ATK 2,703 8,920 10,920 13,920 | DEF 1,449 4,782 6,782 9,782","""Planet Namek Saga"" Category Ki +3 and HP, ATK & DEF +130%",Dangerous Strategy,"Ki +3 and ATK & DEF +150%, High chance of evading enemy's attack (including Super Attack) and if HP is 50% or less when receiving an attack, plus an additional chance of evading enemy's attack (including Super Attack) +20%, Plus an additional ATK & DEF +150% and chance of evading enemy's attack (including Super Attack) +20% when attacking and if the target enemy is in ""ATK Down"" or ""DEF Down"" status, great chance of launching an additional Super Attack, Evades enemy's attack (including Super Attack) and performs a critical hit within the turn if HP is 50% or less at start of turn (once only), Foresees enemy's Super Attack at start of character's attacking turn when there is another ""Planet Namek Saga"" Category ally attacking in the same turn",,Dastard Impact,"Greatly raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK & DEF",,,"Brutal Beatdown, Coward, Frieza's Minion, Frieza's Army, Loyalty, Thirst for Conquest, Fierce Battle","Planet Namek Saga, Space-Traveling Warriors, Terrifying Conquerors",,"Oct 3, 2024",140%,430%,
Base,Vegeta,Decisive Strike of Rebellion,"Base Max Lv 55% 100% | HP 4,006 13,220 15,220 17,820 | ATK 3,450 11,388 13,388 16,388 | DEF 1,903 6,280 8,280 11,680","""Planet Namek Saga"", ""Gifted Warriors"" or ""Inhuman Deeds"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Dragon Ball Seekers"" or ""Pure Saiyans"" Category",Combat Experiences,"Activates the Entrance Animation (once only) and Ki +3 and ATK & DEF +180% for the rest of battle when facing only 1 enemy at start of character's attacking turn, ATK & DEF +50% per Ki Sphere obtained (up to 500%), Randomly changes Ki Spheres of a certain Type (AGL excluded) to Rainbow Ki Spheres, Reduces damage received by 30% and chance of evading enemy's attack (including Super Attack) +18% with an AGL Ki Sphere obtained or 5 or more Ki Spheres obtained, Plus an additional chance of evading enemy's attack (including Super Attack) +30% and an additional damage reduction of 18% when attacking and if HP is 50% or more, launches an additional Super Attack, If HP is 50% or less at the end of turn, plus an additional DEF +50% and high chance of performing a critical hit from the next turn onward, After the character performs a Super Attack 5 or more times in battle, changes all Ki Spheres to AGL Ki Spheres at start of character's next attacking turn (once only) and for the character's attacking turns going forward, randomly changes Ki Spheres of a certain Type (AGL excluded) to AGL Ki Spheres",Active Skill Dirty Fireworks Condition: Can be activated after performing 4 or more Super Attacks in battle (once only) Massively raises ATK temporarily and causes ultimate damage to enemy; ATK +50% in battle Animation: Ultimate Special,Final Galick Cannon,"Greatly raises ATK, raises DEF and causes immense damage to enemy",,,"Saiyan Warrior Race, Royal Lineage, Prodigies, Brutal Beatdown, The Saiyan Lineage, Prepared for Battle, Fierce Battle","Planet Namek Saga, Pure Saiyans, Vegeta's Family, Gifted Warriors, Dragon Ball Seekers, Inhuman Deeds, Planetary Destruction",,"Oct 3, 2024",150%,455%,
Base,Super Janemba,Boiling Evil,"Base Max Lv 55% 100% | HP 5,378 17,750 19,750 23,150 | ATK 4,500 14,850 16,850 19,850 | DEF 3,087 10,188 12,188 14,788","""Corroded Body and Mind"" or ""Movie Bosses"" Category Ki +4 and HP, ATK & DEF +170%",Evil Demon,"Ki +6 and ATK & DEF +166%, Guards all attacks, Reduces damage received by 22%, Launches an additional attack that has a great chance of becoming a Super Attack for 1 turn from the character's entry turn, Plus an additional Ki +2 (up to +6), ATK & DEF +66% (up to 166%) and chance of performing a critical hit +22% (up to 66%) with each attack performed, Plus an additional ATK +66% when Ki is 22 or more, Plus an additional damage reduction of 22% as the 1st or 2nd attacker in a turn, Launches an additional attack that has a great chance of becoming a Super Attack as the 2nd or 3rd attacker in a turn, Great chance of nullifying Ki Blast Super Attacks directed at the character, High chance of evading enemy's Super Attack",Active Skill Rage Condition: Can be activated when HP is 66% or more starting from the 6th turn from the start of battle (once only) Rages Animation: Play,Savage Skewer,"Raises ATK & DEF for 1 turn, causes colossal damage to enemy and greatly lowers DEF",Hell Gate,"Greatly raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Big Bad Bosses, Shocking Speed, Metamorphosis, Brutal Beatdown, Fear and Faith, Fierce Battle, Legendary Power","Transformation Boost, Uncontrollable Power, Corroded Body and Mind, Movie Bosses, Exploding Rage, Accelerated Battle",,"Oct 1, 2024",200%,450%,
Base,Goku (Angel) & Vegeta (Angel),Fusion Reborn,"Base Max Lv 55% 100% | HP 5,056 16,688 18,688 21,288 | ATK 4,886 16,125 18,125 21,525 | DEF 2,765 9,125 11,125 14,125","""Time Limit"" or ""Connected Hope"" Category Ki +3 and HP, ATK & DEF +180%",Moment of Decision,"Ki +2 and ATK & DEF +200%, Plus an additional ATK & DEF +50% when performing a Super Attack, Reduces damage received by 40%, Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres, Plus an additional Ki +2 per Rainbow Ki Sphere obtained, Launches an additional attack that has a great chance of becoming a Super Attack, Plus an additional ATK +50% and launches an additional Super Attack with a Rainbow Ki Sphere obtained, Plus an additional ATK & DEF +50% and an additional damage reduction of 20% for 1 turn from the character's entry turn or when HP is 70% or less at start of turn",Active Skill Fusion Condition: Can be activated when HP is 70% or more starting from the 4th turn from the start of battle (once only) Fuses Animation: Play,Cooperation Between Rivals,"Raises ATK, greatly raises DEF for 1 turn and causes colossal damage to enemy",Full Power Energy Rush,"Greatly raises ATK, greatly raises DEF for 1 turn and causes mega-colossal damage to enemy","Saiyan Warrior Race, Experienced Fighters, The Saiyan Lineage, Shocking Speed, Prepared for Battle, Fierce Battle, Legendary Power","Pure Saiyans, Super Saiyans, Fusion, Fused Fighters, Kamehameha, Powerful Comeback, Time Limit, Final Trump Card, Joined Forces, Bond of Parent and Child, Movie Heroes, Otherworld Warriors, Connected Hope",Can be activated when HP is 70% or more starting from the 4th turn from the start of battle (once only),"Oct 1, 2024",200%,420%,
Transformation,Super Gogeta,Fusion Reborn,"Base Max Lv | HP 5,056 16,688 | ATK 4,886 16,125 | DEF 2,765 9,125","""Time Limit"" or ""Connected Hope"" Category Ki +3 and HP, ATK & DEF +180%",Must-See Drama,"Recovers 30% HP (once only), Ki +5 and ATK & DEF +250%, Plus an additional ATK & DEF +77% when performing a Super Attack, Performs a critical hit, Reduces damage received by 40%, Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres, Plus an additional Ki +3 per Rainbow Ki Sphere obtained, Plus an additional ATK +77%, launches an additional Super Attack and guards all attacks with a Rainbow Ki Sphere obtained, Plus an additional damage reduction of 40% and foresees enemy's Super Attack before attacking for 5 turns from the character's entry turn, When an enemy is hit by the character's Ultra Super Attack, nullifies Unarmed Super Attacks directed at the character from that enemy for the duration of that turn, High chance of evading enemy's Super Attack",,Transcendent Kamehameha,Greatly raises ATK & DEF for 1 turn and causes colossal damage to enemy,Soul Punisher,"Greatly raises ATK & DEF for 3 turns, causes mega-colossal damage to enemy and greatly lowers ATK & DEF","Golden Warrior, Super Saiyan, Fused Fighter, Kamehameha, Prepared for Battle, Fierce Battle, Legendary Power","Pure Saiyans, Super Saiyans, Fusion, Fused Fighters, Kamehameha, Powerful Comeback, Time Limit, Final Trump Card, Joined Forces, Bond of Parent and Child, Movie Heroes, Otherworld Warriors, Connected Hope",,"Nov 4, 2021",200%,620%,450%
Base,Legendary Super Saiyan Broly,Super Warrior of Destruction,"Base Max Lv 55% 100% | HP 3,763 12,785 15,585 19,785 | ATK 3,572 11,987 14,787 19,547 | DEF 1,975 5,769 8,569 12,209","STR Type Ki +3 and HP, ATK & DEF +70%",Rushing Rage,"Ki +2 and ATK & DEF +200%, Plus an additional ATK & DEF +150% when attacking, Plus an additional ATK & DEF +30% (up to 150%) and reduces damage received by 10% (up to 50%) with each Super Attack performed, Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Planetary Destruction"" or ""Pure Saiyans"" Category ally attacking in the same turn, Super Class allies' Ki +1 and ATK +10% and Extreme Class allies' Ki +1 and ATK & DEF +20% per Rainbow Ki Sphere obtained, Chance of performing a critical hit +50% and launches an additional Super Attack for every 2 Rainbow Ki Spheres obtained",,Gigantic Meteor,Causes supreme damage to all enemies and raises ATK for 3 turns,,,"Hardened Grudge, Saiyan Warrior Race, Super Saiyan, The Saiyan Lineage, Berserker, Fierce Battle","Pure Saiyans, Power Beyond Super Saiyan, Full Power, Uncontrollable Power, Movie Bosses, Legendary Existence, Target: Goku, Inhuman Deeds, Planetary Destruction, Exploding Rage",,"Sep 25, 2024",140%,480%,
Base,Super Saiyan Trunks (Kid) & Super Saiyan Goten (Kid),Pint-Sized Super Warriors,"Base Max Lv 55% 100% | HP 3,874 16,667 18,667 22,067 | ATK 3,679 16,410 18,410 21,410 | DEF 1,684 7,428 9,428 12,028","""Gifted Warriors"" or ""Kamehameha"" Category Ki +3 and HP, ATK & DEF +170%",Combative Kids,"Ki +3 and ATK & DEF +100%, Plus an additional ATK & DEF +150% when performing a Super Attack, Great chance of an additional ATK & DEF +100%, Great chance of an additional ATK & DEF +100%, High chance of launching an additional Super Attack, High chance of performing a critical hit, Medium chance of evading enemy's attack (including Super Attack), Plus an additional ATK & DEF +20% (up to 100%) and chance of evading enemy's attack (including Super Attack) +10% (up to 50%) with each attack received or evaded (including Super Attack), Plus an additional chance of performing a critical hit +30% and reduces damage received by 30% when all allies attacking in the same turn are ""Kamehameha"" Category characters","Active Skill Mischievous Boys Condition: Can be activated when there is another ally whose name includes ""Trunks (Kid)"" or ""Goten (Kid)"" attacking in the same turn starting from the 3rd turn from the start of battle (once only) Ki +6 and evades enemy's attack (including Super Attack) for 1 turn Animation: Play",Double Kamehameha,Greatly raises ATK & DEF for 1 turn and causes immense damage to enemy,,,"The Innocents, Super Saiyan, Kamehameha, Prodigies, Budding Warrior, Prepared for Battle, Fierce Battle","Majin Buu Saga, Hybrid Saiyans, Youth, Super Saiyans, Kamehameha, Joined Forces, Bond of Parent and Child, Bond of Friendship, Movie Heroes, Earth-Bred Fighters, Gifted Warriors",,"Sep 20, 2024",150%,600%,
Base,Bio-Broly,Terrifying Biotechnology,"Base Max Lv 55% 100% | HP 5,250 17,325 19,325 22,725 | ATK 4,318 14,252 16,252 19,252 | DEF 2,582 8,523 10,523 13,123","""Uncontrollable Power"" Category Ki +4 and HP, ATK & DEF +150%",Last Remaining Battle Instinct,"Activates the Entrance Animation (once only) and Ki +8 to 10 randomly at start of turn, recovers 26% HP at the end of the character's attacking turn and launches an additional Super Attack for 4 turns from the character's entry turn when there is another ""Uncontrollable Power"" Category ally on the team upon the character's entry, Ki +3 and high chance of performing a critical hit, ATK & DEF +180% and reduces damage received by 30% when performing a Super Attack, Reduces damage received by 30% when all allies attacking in the same turn are ""Uncontrollable Power"" Category characters, Plus an additional chance of performing a critical hit +6% (up to 30%) and damage reduction rate +6% (up to 30%) with each turn passed and starting from the 7th turn from the character's entry turn, damage reduction rate -6% with each turn passed (no more than -30%)","Active Skill Ultra Genome Ray Condition: Can be activated when all allies attacking in the same turn are ""Uncontrollable Power"" Category characters starting from the 6th turn from the character's entry turn (once only) Massively raises ATK temporarily and causes ultimate damage to enemy; guards all attacks and directs enemy's attack towards the character for 1 turn Animation: Ultimate Special",Meteor Crush,"Greatly raises ATK for 1 turn, causes colossal damage to enemy and lowers ATK",Eraser Cannon,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"Big Bad Bosses, The Saiyan Lineage, Berserker, Prepared for Battle, Fear and Faith, Shattering the Limit, Legendary Power","Artificial Life Forms, Uncontrollable Power, Movie Bosses, Resurrected Warriors",,"Sep 20, 2024",200%,450%,
Base,Bio-Broly,The Return of The Demon,"Base Max Lv 55% 100% | HP 3,292 10,620 11,820 13,380 | ATK 3,032 9,781 10,981 13,021 | DEF 1,814 5,852 7,052 8,852","""Movie Bosses"" Category Ki +3 and HP, ATK & DEF +77%; or TEQ Type Ki +3 and HP, ATK & DEF +50%",Indiscriminate Destruction,"Ki +8, ATK & DEF +102% and reduces damage received by 60%, Ki -2 (no more than -6) and damage reduction rate -20% (no more than -60%) with every 2 turns passed, Reduces damage received by 30% when facing only 1 enemy, Performs a critical hit when facing 2 or more enemies, Plus an additional ATK & DEF +180% when performing a Super Attack, Recovers 10% HP plus an additional ATK +100% at start of turn starting from the character's next attacking turn after receiving an attack, Plus an additional ATK & DEF +100% and an additional damage reduction of 40% starting from the 10th turn from the character's entry turn (once only)",,Eraser Cannon,"Greatly raises ATK for 1 turn, causes supreme damage to enemy and lowers ATK",,,"Super Saiyan, The Saiyan Lineage, Berserker, Revival, Nightmare, Shattering the Limit","Artificial Life Forms, Uncontrollable Power, Movie Bosses, Resurrected Warriors",,"Sep 20, 2024",135%,530%,
